X,Y,Grid ID,Region Name,City Name
44.25175966,17.47319624,NJ4901,نجران,نجران
47.0507758,17.46460132,NJ5049,نجران,شروره
47.06544267,17.46546018,NJ5050,نجران,شروره
47.08427719,17.46618429,NJ5051,نجران,شروره
47.10392895,17.4589053,NJ5052,نجران,شروره
47.12189031,17.46281437,NJ5053,نجران,شروره
47.13754003,17.46246483,NJ5054,نجران,شروره
47.15420363,17.46612173,NJ5055,نجران,شروره
42.53319998,17.46730368,JZ5094,جازان,مسليه
42.55162492,17.46937606,JZ5095,جازان,مسليه
42.55760713,17.46853457,JZ5096,جازان,مسليه
44.07705359,17.4784618,NJ5161,نجران,نجران
44.07815047,17.48775058,NJ5161,نجران,نجران
44.08268338,17.48509569,NJ5162,نجران,نجران
44.08443428,17.47660624,NJ5162,نجران,نجران
44.09052459,17.47777674,NJ5162,نجران,نجران
44.09957856,17.47738186,NJ5163,نجران,نجران
44.10842863,17.48328301,NJ5163,نجران,نجران
44.12724116,17.48830228,NJ5164,نجران,نجران
44.1344519,17.4780862,NJ5164,نجران,نجران
44.15096733,17.48181344,NJ5165,نجران,نجران
44.14375634,17.4883299,NJ5165,نجران,نجران
44.16494319,17.48220308,NJ5166,نجران,نجران
44.15616207,17.49296533,NJ5166,نجران,نجران
44.18376462,17.48559932,NJ5167,نجران,نجران
44.20260034,17.48589408,NJ5168,نجران,نجران
44.22143806,17.48575051,NJ5169,نجران,نجران
44.24027491,17.48582343,NJ5170,نجران,نجران
44.25594396,17.48627602,NJ5171,نجران,نجران
44.27530103,17.49483553,NJ5172,نجران,نجران
44.29479702,17.48945293,NJ5173,نجران,نجران
44.32430731,17.49321598,NJ5174,نجران,نجران
44.33314422,17.49316768,NJ5175,نجران,نجران
44.35607525,17.49204902,NJ5176,نجران,نجران
44.37211155,17.49320921,NJ5177,نجران,نجران
44.39095142,17.49277193,NJ5178,نجران,نجران
44.40978971,17.49281794,NJ5179,نجران,نجران
44.42863108,17.49189682,NJ5180,نجران,نجران
44.44747279,17.49081486,NJ5181,نجران,نجران
44.46013852,17.49085013,NJ5182,نجران,نجران
47.0470636,17.48114555,NJ5319,نجران,شروره
47.06556769,17.47653975,NJ5320,نجران,شروره
47.08439287,17.47634318,NJ5321,نجران,شروره
47.10321781,17.47614482,NJ5322,نجران,شروره
47.1220425,17.47594468,NJ5323,نجران,شروره
47.14086693,17.47574277,NJ5324,نجران,شروره
47.15974336,17.47996631,NJ5325,نجران,شروره
47.17175219,17.48203212,NJ5326,نجران,شروره
44.08008171,17.50126979,NJ5435,نجران,نجران
